"","X","license","name","address","lon","lat","quadrant","subhood","year","firstYr"
"1951",1951,"ABRA024057","district chophouse & brewery","509 7TH ST NW, Washington DC",-77.0215634,38.8965164,"NW","Downtown",2016,2008
"1952",1952,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2008,2008
"1953",1953,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2009,2008
"1954",1954,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2010,2008
"1955",1955,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2011,2008
"1956",1956,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2012,2008
"1957",1957,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2013,2008
"1958",1958,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2014,2008
"1959",1959,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2015,2008
"1960",1960,"ABRA024105","daily grill","1200 18TH ST NW, Washington DC",-77.0420559,38.9059372,"NW","Dupont Circle",2016,2008
"1961",1961,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2008,2008
"1962",1962,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2009,2008
"1963",1963,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2010,2008
"1964",1964,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2011,2008
"1965",1965,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2012,2008
"1966",1966,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2013,2008
"1967",1967,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2014,2008
"1968",1968,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2015,2008
"1969",1969,"ABRA024197","habana village","1834 COLUMBIA RD NW, Washington DC",-77.0431045,38.9217321,"NW","Washington Heights",2016,2008
"1970",1970,"ABRA024321","duplex diner","2004 18TH ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2008,2008
"1971",1971,"ABRA024321","duplex diner","2004 18TH ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2009,2008
"1972",1972,"ABRA024321","duplex diner","2004 18TH ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2010,2008
"1973",1973,"ABRA024321","duplex diner","2004 18TH ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2011,2008
"1974",1974,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2008,2008
"1975",1975,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2009,2008
"1976",1976,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2010,2008
"1977",1977,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2011,2008
"1978",1978,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2012,2008
"1979",1979,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2013,2008
"1980",1980,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2014,2008
"1981",1981,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2015,2008
"1982",1982,"ABRA024338","el rinconcito cafe","1129 11TH ST NW, Washington DC",-77.026668,38.905458,"NW","Shaw",2016,2008
"1983",1983,"ABRA024431","el paraiso restaurant","1918 14TH ST NW, Washington DC",-77.032266,38.916179,"NW","U Street",2008,2008
"1984",1984,"ABRA024431","el paraiso restaurant","1918 14TH ST NW, Washington DC",-77.032266,38.916179,"NW","U Street",2009,2008
"1985",1985,"ABRA024431","el paraiso restaurant","1918 14TH ST NW, Washington DC",-77.032266,38.916179,"NW","U Street",2010,2008
"1986",1986,"ABRA024431","el paraiso restaurant","1918 14TH ST NW, Washington DC",-77.032266,38.916179,"NW","U Street",2011,2008
"1987",1987,"ABRA024431","el paraiso restaurant","1918 14TH ST NW, Washington DC",-77.032266,38.916179,"NW","U Street",2012,2008
"1988",1988,"ABRA024454","amaryllis restuarant","1654 COLUMBIA RD NW, Washington DC",-77.038541,38.9250461,"NW","Reed-Cooke",2008,2008
"1989",1989,"ABRA024454","amaryllis restuarant","1654 COLUMBIA RD NW, Washington DC",-77.038541,38.9250461,"NW","Reed-Cooke",2009,2008
"1990",1990,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2008,2008
"1991",1991,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2009,2008
"1992",1992,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2010,2008
"1993",1993,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2011,2008
"1994",1994,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2012,2008
"1995",1995,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2013,2008
"1996",1996,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2014,2008
"1997",1997,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2015,2008
"1998",1998,"ABRA024470","nooshi","1120 19TH ST NW, Washington DC",-77.0438329,38.9045394,"NW","Downtown",2016,2008
"1999",1999,"ABRA024477","negotiations restaurant","1750 NEW YORK AVE NW, Washington DC",-77.040975,38.8956884,"NW","Northwest Rectangle",2008,2008
"2000",2000,"ABRA024477","negotiations restaurant","1750 NEW YORK AVE NW, Washington DC",-77.040975,38.8956884,"NW","Northwest Rectangle",2009,2008
"2001",2001,"ABRA024489","dcjcc","1529 16TH ST NW, Washington DC",-77.0359131,38.9108856,"NW","Logan Circle",2011,2011
"2002",2002,"ABRA024489","dcjcc","1529 16TH ST NW, Washington DC",-77.0359131,38.9108856,"NW","Logan Circle",2012,2011
"2003",2003,"ABRA024489","dcjcc","1529 16TH ST NW, Washington DC",-77.0359131,38.9108856,"NW","Logan Circle",2013,2011
"2004",2004,"ABRA024489","dcjcc","1529 16TH ST NW, Washington DC",-77.0359131,38.9108856,"NW","Logan Circle",2014,2011
"2005",2005,"ABRA024489","dcjcc","1529 16TH ST NW, Washington DC",-77.0359131,38.9108856,"NW","Logan Circle",2015,2011
"2006",2006,"ABRA024489","dcjcc","1529 16TH ST NW, Washington DC",-77.0359131,38.9108856,"NW","Logan Circle",2016,2011
"2007",2007,"ABRA024563","roberto's","3708 14TH ST NW, Washington DC",-77.0330667,38.9375049,"NW","16th Street Heights",2011,2011
"2008",2008,"ABRA024563","roberto's","3708 14TH ST NW, Washington DC",-77.0330667,38.9375049,"NW","16th Street Heights",2012,2011
"2009",2009,"ABRA024563","roberto's","3708 14TH ST NW, Washington DC",-77.0330667,38.9375049,"NW","16th Street Heights",2013,2011
"2010",2010,"ABRA024599","islander caribbean restaurant & lounge (the)","1201 U ST NW, Washington DC",-77.0282567,38.917186,"NW","U Street",2008,2008
"2011",2011,"ABRA024599","islander caribbean restaurant & lounge (the)","1201 U ST NW, Washington DC",-77.0282567,38.917186,"NW","U Street",2009,2008
"2012",2012,"ABRA024599","islander caribbean restaurant & lounge (the)","1201 U ST NW, Washington DC",-77.0282567,38.917186,"NW","U Street",2010,2008
"2013",2013,"ABRA024599","islander caribbean restaurant & lounge (the)","1201 U ST NW, Washington DC",-77.0282567,38.917186,"NW","U Street",2011,2008
"2014",2014,"ABRA024599","islander caribbean restaurant & lounge (the)","1201 U ST NW, Washington DC",-77.0282567,38.917186,"NW","U Street",2012,2008
"2015",2015,"ABRA024599","islander caribbean restaurant & lounge (the)","1201 U ST NW, Washington DC",-77.0282567,38.917186,"NW","U Street",2013,2008
"2016",2016,"ABRA024599","islander caribbean restaurant & lounge (the)","1201 U ST NW, Washington DC",-77.0282567,38.917186,"NW","U Street",2014,2008
"2017",2017,"ABRA024599","islander caribbean restaurant & lounge (the)","1201 U ST NW, Washington DC",-77.0282567,38.917186,"NW","U Street",2015,2008
"2018",2018,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2008,2008
"2019",2019,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2009,2008
"2020",2020,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2010,2008
"2021",2021,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2011,2008
"2022",2022,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2012,2008
"2023",2023,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2013,2008
"2024",2024,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2014,2008
"2025",2025,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2015,2008
"2026",2026,"ABRA024613","pure nightclub & lounge","1326 U ST NW, Washington DC",-77.0307164,38.9167784,"NW","U Street",2016,2008
"2027",2027,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2008,2008
"2028",2028,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2009,2008
"2029",2029,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2010,2008
"2030",2030,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2011,2008
"2031",2031,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2012,2008
"2032",2032,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2013,2008
"2033",2033,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2014,2008
"2034",2034,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2015,2008
"2035",2035,"ABRA024663","haydee's restaurant","3102 MT PLEASANT ST NW, Washington DC",-77.037668,38.9290125,"NW","Mt. Pleasant",2016,2008
"2036",2036,"ABRA024682","town house tavern restaurant","1637 R ST NW, Washington DC",-77.038101,38.912815,"NW","Dupont Circle",2008,2008
"2037",2037,"ABRA024682","town house tavern restaurant","1637 R ST NW, Washington DC",-77.038101,38.912815,"NW","Dupont Circle",2009,2008
"2038",2038,"ABRA024682","town house tavern restaurant","1637 R ST NW, Washington DC",-77.038101,38.912815,"NW","Dupont Circle",2010,2008
"2039",2039,"ABRA024682","town house tavern restaurant","1637 R ST NW, Washington DC",-77.038101,38.912815,"NW","Dupont Circle",2011,2008
"2040",2040,"ABRA024682","town house tavern restaurant","1637 R ST NW, Washington DC",-77.038101,38.912815,"NW","Dupont Circle",2012,2008
"2041",2041,"ABRA024682","town house tavern restaurant","1637 R ST NW, Washington DC",-77.038101,38.912815,"NW","Dupont Circle",2013,2008
"2042",2042,"ABRA024682","town house tavern restaurant","1637 R ST NW, Washington DC",-77.038101,38.912815,"NW","Dupont Circle",2014,2008
"2043",2043,"ABRA024736","silver sands restaurant & lounge","7303 GEORGIA AVE NW, Washington DC",-77.0262002,38.9785006,"NW","Takoma",2008,2008
"2044",2044,"ABRA024736","silver sands restaurant & lounge","7303 GEORGIA AVE NW, Washington DC",-77.0262002,38.9785006,"NW","Takoma",2009,2008
"2045",2045,"ABRA024736","silver sands restaurant & lounge","7303 GEORGIA AVE NW, Washington DC",-77.0262002,38.9785006,"NW","Takoma",2010,2008
"2046",2046,"ABRA024736","silver sands restaurant & lounge","7303 GEORGIA AVE NW, Washington DC",-77.0262002,38.9785006,"NW","Takoma",2011,2008
"2047",2047,"ABRA024736","silver sands restaurant & lounge","7303 GEORGIA AVE NW, Washington DC",-77.0262002,38.9785006,"NW","Takoma",2012,2008
"2048",2048,"ABRA024736","silver sands restaurant & lounge","7303 GEORGIA AVE NW, Washington DC",-77.0262002,38.9785006,"NW","Takoma",2013,2008
"2049",2049,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2008,2008
"2050",2050,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2009,2008
"2051",2051,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2010,2008
"2052",2052,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2011,2008
"2053",2053,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2012,2008
"2054",2054,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2013,2008
"2055",2055,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2014,2008
"2056",2056,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2015,2008
"2057",2057,"ABRA024748","cafe soleil","839 17TH ST NW, Washington DC",-77.0391523,38.9010811,"NW","Downtown",2016,2008
"2058",2058,"ABRA024766","casa fiesta ii","4910 WISCONSIN AVE NW, Washington DC",-77.0825406,38.9538619,"NW","Tenleytown",2008,2008
"2059",2059,"ABRA024766","casa fiesta ii","4910 WISCONSIN AVE NW, Washington DC",-77.0825406,38.9538619,"NW","Tenleytown",2009,2008
"2060",2060,"ABRA024766","casa fiesta ii","4910 WISCONSIN AVE NW, Washington DC",-77.0825406,38.9538619,"NW","Tenleytown",2010,2008
"2061",2061,"ABRA024766","casa fiesta ii","4910 WISCONSIN AVE NW, Washington DC",-77.0825406,38.9538619,"NW","Tenleytown",2011,2008
"2062",2062,"ABRA024766","casa fiesta ii","4910 WISCONSIN AVE NW, Washington DC",-77.0825406,38.9538619,"NW","Tenleytown",2012,2008
"2063",2063,"ABRA024766","casa fiesta ii","4910 WISCONSIN AVE NW, Washington DC",-77.0825406,38.9538619,"NW","Tenleytown",2013,2008
"2064",2064,"ABRA024766","casa fiesta ii","4910 WISCONSIN AVE NW, Washington DC",-77.0825406,38.9538619,"NW","Tenleytown",2014,2008
"2065",2065,"ABRA024766","casa fiesta ii","4910 WISCONSIN AVE NW, Washington DC",-77.0825406,38.9538619,"NW","Tenleytown",2015,2008
"2066",2066,"ABRA024767","white tiger restaurant (the)","301 MASSACHUSETTS AVE NE, Washington DC",-77.0020261,38.8946024,"SE","Capitol Hill",2008,2008
"2067",2067,"ABRA024767","white tiger restaurant (the)","301 MASSACHUSETTS AVE NE, Washington DC",-77.0020261,38.8946024,"SE","Capitol Hill",2009,2008
"2068",2068,"ABRA024767","white tiger restaurant (the)","301 MASSACHUSETTS AVE NE, Washington DC",-77.0020261,38.8946024,"SE","Capitol Hill",2010,2008
"2069",2069,"ABRA024767","white tiger restaurant (the)","301 MASSACHUSETTS AVE NE, Washington DC",-77.0020261,38.8946024,"SE","Capitol Hill",2011,2008
"2070",2070,"ABRA024767","white tiger restaurant (the)","301 MASSACHUSETTS AVE NE, Washington DC",-77.0020261,38.8946024,"SE","Capitol Hill",2012,2008
"2071",2071,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2008,2008
"2072",2072,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2009,2008
"2073",2073,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2010,2008
"2074",2074,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2011,2008
"2075",2075,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2012,2008
"2076",2076,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2013,2008
"2077",2077,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2014,2008
"2078",2078,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2015,2008
"2079",2079,"ABRA024778","turntable restaurant","5802 GEORGIA AVE NW, Washington DC",-77.0283205,38.9602718,"NW","16th Street Heights",2016,2008
"2080",2080,"ABRA024808","bangkok bistro","3251 PROSPECT ST NW, Washington DC",-77.0640792,38.9061894,"NW","West Village Georgetown",2008,2008
"2081",2081,"ABRA024808","bangkok bistro","3251 PROSPECT ST NW, Washington DC",-77.0640792,38.9061894,"NW","West Village Georgetown",2009,2008
"2082",2082,"ABRA024808","bangkok bistro","3251 PROSPECT ST NW, Washington DC",-77.0640792,38.9061894,"NW","West Village Georgetown",2010,2008
"2083",2083,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2008,2008
"2084",2084,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2009,2008
"2085",2085,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2010,2008
"2086",2086,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2011,2008
"2087",2087,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2012,2008
"2088",2088,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2013,2008
"2089",2089,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2014,2008
"2090",2090,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2015,2008
"2091",2091,"ABRA024814","lauriol plaza restaurant","1835 18TH ST NW, Washington DC",-77.0413798,38.9153185,"NW","Strivers Section",2016,2008
"2092",2092,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2008,2008
"2093",2093,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2009,2008
"2094",2094,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2010,2008
"2095",2095,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2011,2008
"2096",2096,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2012,2008
"2097",2097,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2013,2008
"2098",2098,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2014,2008
"2099",2099,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2015,2008
"2100",2100,"ABRA024834","columbia station","2325 18TH ST NW, Washington DC",-77.0416193,38.9203891,"NW","Reed-Cooke",2016,2008
"2101",2101,"ABRA024972","aroma","3417 CONNECTICUT AVE NW, Washington DC",-77.0576512,38.9349598,"NW","Cleveland Park",2008,2008
"2102",2102,"ABRA024972","aroma","3417 CONNECTICUT AVE NW, Washington DC",-77.0576512,38.9349598,"NW","Cleveland Park",2009,2008
"2103",2103,"ABRA024972.1","ripple","3415 CONNECTICUT AVE NW, Washington DC",-77.0580452,38.9347763,"NW","Cleveland Park",2010,2010
"2104",2104,"ABRA024972.1","ripple","3415 CONNECTICUT AVE NW, Washington DC",-77.0580452,38.9347763,"NW","Cleveland Park",2011,2010
"2105",2105,"ABRA024972.1","ripple","3415 CONNECTICUT AVE NW, Washington DC",-77.0580452,38.9347763,"NW","Cleveland Park",2012,2010
"2106",2106,"ABRA024972.1","ripple","3415 CONNECTICUT AVE NW, Washington DC",-77.0580452,38.9347763,"NW","Cleveland Park",2013,2010
"2107",2107,"ABRA024972.1","ripple","3415 CONNECTICUT AVE NW, Washington DC",-77.0580452,38.9347763,"NW","Cleveland Park",2014,2010
"2108",2108,"ABRA024972.1","ripple","3415 CONNECTICUT AVE NW, Washington DC",-77.0580452,38.9347763,"NW","Cleveland Park",2015,2010
"2109",2109,"ABRA024972.1","ripple","3415 CONNECTICUT AVE NW, Washington DC",-77.0580452,38.9347763,"NW","Cleveland Park",2016,2010
"2110",2110,"ABRA025007","dc cafe","2035 P ST NW, Washington DC",-77.0464137,38.9098082,"NW","Dupont Circle",2011,2011
"2111",2111,"ABRA025007","dc cafe","2035 P ST NW, Washington DC",-77.0464137,38.9098082,"NW","Dupont Circle",2012,2011
"2112",2112,"ABRA025007","dc cafe","2035 P ST NW, Washington DC",-77.0464137,38.9098082,"NW","Dupont Circle",2013,2011
"2113",2113,"ABRA025007","dc cafe","2035 P ST NW, Washington DC",-77.0464137,38.9098082,"NW","Dupont Circle",2014,2011
"2114",2114,"ABRA025007","dc cafe","2035 P ST NW, Washington DC",-77.0464137,38.9098082,"NW","Dupont Circle",2015,2011
"2115",2115,"ABRA025007","dc cafe","2035 P ST NW, Washington DC",-77.0464137,38.9098082,"NW","Dupont Circle",2016,2011
"2116",2116,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2008,2008
"2117",2117,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2009,2008
"2118",2118,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2010,2008
"2119",2119,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2011,2008
"2120",2120,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2012,2008
"2121",2121,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2013,2008
"2122",2122,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2014,2008
"2123",2123,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2015,2008
"2124",2124,"ABRA025040","east st cafe","50 MASSACHUSETTS AVE NE, Washington DC",-77.006203,38.8972903,"NE","Union Station",2016,2008
"2125",2125,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2008,2008
"2126",2126,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2009,2008
"2127",2127,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2010,2008
"2128",2128,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2011,2008
"2129",2129,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2012,2008
"2130",2130,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2013,2008
"2131",2131,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2014,2008
"2132",2132,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2015,2008
"2133",2133,"ABRA025084","rosemary's thyme bistro","1801 18TH ST NW, Washington DC",-77.0414122,38.9143095,"NW","Dupont Circle",2016,2008
"2134",2134,"ABRA025101","asylum","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2008,2008
"2135",2135,"ABRA025101","asylum","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2009,2008
"2136",2136,"ABRA025101","asylum","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2010,2008
"2137",2137,"ABRA025101","asylum","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2011,2008
"2138",2138,"ABRA025101.1","smoke & barrel","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2011,2011
"2139",2139,"ABRA025101.1","smoke & barrel","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2012,2011
"2140",2140,"ABRA025101.1","smoke & barrel","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2013,2011
"2141",2141,"ABRA025101.1","smoke & barrel","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2014,2011
"2142",2142,"ABRA025101.1","smoke & barrel","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2015,2011
"2143",2143,"ABRA025101.1","smoke & barrel","2471 18TH ST NW, Washington DC",-77.0422175,38.9222858,"NW","Reed-Cooke",2016,2011
"2144",2144,"ABRA025144","izalco restaurant","1228 11TH ST NW, Washington DC",-77.0273091,38.9065813,"NW","Logan Circle",2008,2008
"2145",2145,"ABRA025144","izalco restaurant","1228 11TH ST NW, Washington DC",-77.0273091,38.9065813,"NW","Logan Circle",2009,2008
